po_number,po_date,po_source,vendor_name,po_zoho_id,db_po_total,zoho_po_total,shipping_amount,tax_amount,handling_amount,total_charges,bill_count,bill_id,bill_number,bill_status,bill_subtotal,bill_adjustment,bill_adjustment_desc,bill_total,total_diff,classification,notes
18-14688-95680,2026-05-29,EBAY_PURCHASING_API,thunderhwk,5623409000002589278,288.99,288.99,18.99,0.00,0.00,18.99,1,5623409000002593398,18-14688-95680,overdue,270.00,18.99,Shipping Fee + Tax + Handling Fee,288.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=18.99"
08-14704-39536,2026-05-29,EBAY_PURCHASING_API,nerd_recycling,5623409000002589271,142.72,142.72,12.72,0.00,0.00,12.72,1,5623409000002587176,08-14704-39536,overdue,130.00,12.72,Shipping Fee + Tax + Handling Fee,142.72,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.72"
16-14691-71270,2026-05-29,EBAY_PURCHASING_API,shadyltd60,5623409000002584209,55.27,55.27,20.27,0.00,0.00,20.27,1,5623409000002592341,16-14691-71270,overdue,35.00,20.27,Shipping Fee + Tax + Handling Fee,55.27,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.27"
21-14683-39313,2026-05-29,EBAY_PURCHASING_API,wesammy,5623409000002584182,89.98,89.98,40.00,0.00,0.00,40.00,1,5623409000002584192,21-14683-39313,overdue,49.98,40.00,Shipping Fee + Tax + Handling Fee,89.98,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=40.00"
22-14682-02646,2026-05-29,EBAY_PURCHASING_API,saltcitysecondhand,5623409000002584175,77.95,77.95,17.96,0.00,0.00,17.96,1,5623409000002589254,22-14682-02646,overdue,59.99,17.96,Shipping Fee + Tax + Handling Fee,77.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.96"
13-14696-57156,2026-05-29,EBAY_PURCHASING_API,brichr573,5623409000002589243,220.16,220.16,20.16,0.00,0.00,20.16,1,5623409000002590170,13-14696-57156,overdue,200.00,20.16,Shipping Fee + Tax + Handling Fee,220.16,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.16"
14-14694-23460,2026-05-29,EBAY_PURCHASING_API,ehsmith1,5623409000002592324,63.57,63.57,18.57,0.00,0.00,18.57,1,5623409000002587149,14-14694-23460,overdue,45.00,18.57,Shipping Fee + Tax + Handling Fee,63.57,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=18.57"
22-14681-47765,2026-05-29,EBAY_PURCHASING_API,dyoche0,5623409000002592307,280.00,280.00,60.00,0.00,0.00,60.00,1,5623409000002589189,22-14681-47765,overdue,220.00,60.00,Shipping Fee + Tax + Handling Fee,280.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=60.00"
16-14690-99375,2026-05-29,EBAY_PURCHASING_API,noobcakeresales,5623409000002584160,75.95,75.95,15.95,0.00,0.00,15.95,1,5623409000002589162,16-14690-99375,overdue,60.00,15.95,Shipping Fee + Tax + Handling Fee,75.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.95"
23-14679-93904,2026-05-29,EBAY_PURCHASING_API,415blaster182,5623409000002592293,61.56,61.56,16.61,0.00,0.00,16.61,1,5623409000002584143,23-14679-93904,overdue,44.95,16.61,Shipping Fee + Tax + Handling Fee,61.56,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.61"
14-14694-17176,2026-05-29,EBAY_PURCHASING_API,fitandthrifty86,5623409000002587139,55.10,55.10,15.10,0.00,0.00,15.10,1,5623409000002590142,14-14694-17176,overdue,40.00,15.10,Shipping Fee + Tax + Handling Fee,55.10,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.10"
22-14681-44862,2026-05-29,EBAY_PURCHASING_API,bostoncityguy,5623409000002589122,323.97,323.97,68.97,0.00,0.00,68.97,1,5623409000002589132,22-14681-44862,overdue,255.00,68.97,Shipping Fee + Tax + Handling Fee,323.97,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=68.97"
14-14694-14939,2026-05-29,EBAY_PURCHASING_API,magicandjunk,5623409000002590100,76.55,76.55,9.06,0.00,0.00,9.06,1,5623409000002592249,14-14694-14939,overdue,67.49,9.06,Shipping Fee + Tax + Handling Fee,76.55,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.06"
16-14690-96546,2026-05-29,EBAY_PURCHASING_API,streeware-0,5623409000002584133,118.76,118.76,18.96,0.00,0.00,18.96,1,5623409000002592229,16-14690-96546,overdue,99.80,18.96,Shipping Fee + Tax + Handling Fee,118.76,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=18.96"
18-14687-75232,2026-05-29,EBAY_PURCHASING_API,xp-3200,5623409000002587125,55.11,55.11,10.12,0.00,0.00,10.12,1,5623409000002592209,18-14687-75232,overdue,44.99,10.12,Shipping Fee + Tax + Handling Fee,55.11,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=10.12"
26-14674-98001,2026-05-29,EBAY_PURCHASING_API,jindoflipz,5623409000002590093,89.94,89.94,39.97,0.00,0.00,39.97,1,5623409000002589098,26-14674-98001,overdue,49.97,39.97,Shipping Fee + Tax + Handling Fee,89.94,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=39.97"
283133902001021606,2025-11-17,UNKNOWN,Alibaba,5623409000002593365,106.87,106.87,0.00,0.00,0.00,0.00,1,5623409000002592134,283133902001021606,overdue,73.00,33.87,Shipping Fee + Tax + Handling Fee,106.87,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=33.87"
12-14695-03715,2026-05-28,EBAY_PURCHASING_API,gm4all425,5623409000002581138,327.17,327.17,27.17,0.00,0.00,27.17,1,5623409000002580349,12-14695-03715,overdue,300.00,27.17,Shipping Fee + Tax + Handling Fee,327.17,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=27.17"
02-14711-29230,2026-05-28,EBAY_PURCHASING_API,n4bpr66,5623409000002577124,398.28,398.28,28.39,0.00,0.00,28.39,1,5623409000002576263,02-14711-29230,overdue,369.89,28.39,Shipping Fee + Tax + Handling Fee,398.28,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=28.39"
26-14670-79603,2026-05-28,EBAY_PURCHASING_API,thepawnexperts6246,5623409000002576253,219.99,219.99,20.00,0.00,0.00,20.00,1,5623409000002581121,26-14670-79603,overdue,199.99,20.00,Shipping Fee + Tax + Handling Fee,219.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.00"
19-14681-84220,2026-05-28,EBAY_PURCHASING_API,thrillerthrifts,5623409000002578174,226.99,226.99,22.00,0.00,0.00,22.00,1,5623409000002576236,19-14681-84220,paid,204.99,22.00,Shipping Fee + Tax + Handling Fee,226.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=22.00"
11-14697-20160,2026-05-29,EBAY_PURCHASING_API,shopsastores_minneapolis,5623409000002581111,48.99,48.99,14.99,0.00,0.00,14.99,1,5623409000002577107,11-14697-20160,overdue,34.00,14.99,Shipping Fee + Tax + Handling Fee,48.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.99"
62865024,2026-05-27,GOODWILL_PICKUP,Goodwill,5623409000002576128,32.50,32.50,0.00,0.00,2.50,2.50,0,,,UNBILLED,0.00,0.00,,0.00,0.00,UNBILLED,PO has no linked bills in Zoho
8211883420598387,2026-05-28,ALIEXPRESS_CSV,NETUM Factory Direct Store,5623409000002562447,78.19,78.19,0.00,5.62,0.00,5.62,1,5623409000002571084,8211883420598387,overdue,72.57,5.62,Shipping Fee + Tax + Handling Fee,78.19,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=5.62"
03-14702-94073,2026-05-27,EBAY_PURCHASING_API,texomaconnection,5623409000002561435,111.20,111.20,31.21,0.00,0.00,31.21,1,5623409000002561446,03-14702-94073,overdue,79.99,31.21,Shipping Fee + Tax + Handling Fee,111.20,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=31.21"
27-14667-52945,2026-05-28,EBAY_PURCHASING_API,hev6_25,5623409000002567361,82.00,82.00,17.00,0.00,0.00,17.00,1,5623409000002561418,27-14667-52945,overdue,65.00,17.00,Shipping Fee + Tax + Handling Fee,82.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.00"
05-14703-24268,2026-05-28,EBAY_PURCHASING_API,sky-and-beyond,5623409000002566390,94.00,94.00,14.00,0.00,0.00,14.00,1,5623409000002562430,05-14703-24268,overdue,80.00,14.00,Shipping Fee + Tax + Handling Fee,94.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=14.00"
18-14679-06823,2026-05-27,EBAY_PURCHASING_API,bearcats_closet,5623409000002561329,87.80,87.80,22.85,0.00,0.00,22.85,1,5623409000002567303,18-14679-06823,overdue,64.95,22.85,Shipping Fee + Tax + Handling Fee,87.80,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=22.85"
08-14694-68671,2026-05-27,EBAY_PURCHASING_API,whitebrownie,5623409000002563971,75.98,75.98,12.99,0.00,0.00,12.99,1,5623409000002563981,08-14694-68671,overdue,62.99,12.99,Shipping Fee + Tax + Handling Fee,75.98,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.99"
07-14696-67999,2026-05-27,EBAY_PURCHASING_API,texassa-33,5623409000002565311,76.49,76.49,13.99,0.00,0.00,13.99,1,5623409000002562336,07-14696-67999,overdue,62.50,13.99,Shipping Fee + Tax + Handling Fee,76.49,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=13.99"
16-14682-25824,2026-05-27,EBAY_PURCHASING_API,pitskollc,5623409000002567293,76.99,76.99,8.47,0.00,0.00,8.47,1,5623409000002562316,16-14682-25824,overdue,68.52,8.47,Shipping Fee + Tax + Handling Fee,76.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=8.47"
09-14693-39484,2026-05-27,EBAY_PURCHASING_API,shanaynay60,5623409000002565304,22.99,22.99,6.99,0.00,0.00,6.99,1,5623409000002563954,09-14693-39484,overdue,16.00,6.99,Shipping Fee + Tax + Handling Fee,22.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=6.99"
27-14665-32524,2026-05-27,EBAY_PURCHASING_API,ermabargins,5623409000002561322,95.00,95.00,15.00,0.00,0.00,15.00,1,5623409000002566271,27-14665-32524,overdue,80.00,15.00,Shipping Fee + Tax + Handling Fee,95.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.00"
27-14665-95373,2026-05-27,EBAY_PURCHASING_API,bellinghamcoinshop,5623409000002567286,90.11,90.11,29.99,0.00,0.00,29.99,1,5623409000002562296,27-14665-95373,overdue,60.12,29.99,Shipping Fee + Tax + Handling Fee,90.11,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.99"
13-14688-38561,2026-05-27,EBAY_PURCHASING_API,hansolo4life,5623409000002565290,67.44,67.44,17.45,0.00,0.00,17.45,1,5623409000002566251,13-14688-38561,overdue,49.99,17.45,Shipping Fee + Tax + Handling Fee,67.44,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.45"
09-14694-39331,2026-05-27,EBAY_PURCHASING_API,eleary10,5623409000002567249,76.84,76.84,16.85,0.00,0.00,16.85,1,5623409000002565263,09-14694-39331,overdue,59.99,16.85,Shipping Fee + Tax + Handling Fee,76.84,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.85"
14-14686-55911,2026-05-27,EBAY_PURCHASING_API,simpleshoppingwithme,5623409000002562215,133.63,133.63,18.63,0.00,0.00,18.63,1,5623409000002562226,14-14686-55911,overdue,115.00,18.63,Shipping Fee + Tax + Handling Fee,133.63,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=18.63"
05-14701-46346,2026-05-27,EBAY_PURCHASING_API,greatbuyssurely,5623409000002562201,116.10,116.10,26.15,0.00,0.00,26.15,1,5623409000002567232,05-14701-46346,overdue,89.95,26.15,Shipping Fee + Tax + Handling Fee,116.10,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=26.15"
302887522501021606,2026-05-24,MANUAL,Alibaba,5623409000002556497,259.00,259.00,89.00,0.00,0.00,89.00,1,5623409000002554804,302887522501021606,overdue,170.00,89.00,Shipping Fee + Tax + Handling Fee,259.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=89.00"
19-14673-18419,2026-05-26,EBAY_PURCHASING_API,southeasttreasurefinder,5623409000002554174,116.00,116.00,17.00,0.00,0.00,17.00,1,5623409000002557203,19-14673-18419,overdue,99.00,17.00,Shipping Fee + Tax + Handling Fee,116.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.00"
25-14663-74254,2026-05-26,EBAY_PURCHASING_API,simbapenzi,5623409000002557193,83.80,83.80,10.70,0.00,0.00,10.70,1,5623409000002555358,25-14663-74254,overdue,73.10,10.70,Shipping Fee + Tax + Handling Fee,83.80,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=10.70"
09-14688-90185,2026-05-26,EBAY_PURCHASING_API,sewi_1753,5623409000002555348,70.43,70.43,10.43,0.00,0.00,10.43,1,5623409000002558216,09-14688-90185,overdue,60.00,10.43,Shipping Fee + Tax + Handling Fee,70.43,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=10.43"
01-14702-73230,2026-05-26,EBAY_PURCHASING_API,southern.parts.direct,5623409000002558206,76.94,76.94,12.95,0.00,0.00,12.95,1,5623409000002556241,01-14702-73230,overdue,63.99,12.95,Shipping Fee + Tax + Handling Fee,76.94,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=12.95"
25-14663-76480,2026-05-26,EBAY_PURCHASING_API,maxycat001,5623409000002558173,81.72,81.72,6.72,0.00,0.00,6.72,1,5623409000002557169,25-14663-76480,overdue,75.00,6.72,Shipping Fee + Tax + Handling Fee,81.72,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=6.72"
11-14685-77446,2026-05-26,EBAY_PURCHASING_API,nvp867,5623409000002555327,87.04,87.04,15.05,0.00,0.00,15.05,1,5623409000002557149,11-14685-77446,overdue,71.99,15.05,Shipping Fee + Tax + Handling Fee,87.04,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.05"
20-14671-74389,2026-05-26,EBAY_PURCHASING_API,rarefindsrus,5623409000002557139,76.99,76.99,9.99,0.00,0.00,9.99,1,5623409000002556221,20-14671-74389,overdue,67.00,9.99,Shipping Fee + Tax + Handling Fee,76.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.99"
13-14683-11415,2026-05-26,EBAY_PURCHASING_API,lamayzingfinds,5623409000002554167,104.93,104.93,24.93,0.00,0.00,24.93,1,5623409000002556194,13-14683-11415,overdue,80.00,24.93,Shipping Fee + Tax + Handling Fee,104.93,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=24.93"
09-14689-21746,2026-05-26,EBAY_PURCHASING_API,shoeflypdx,5623409000002554160,179.99,179.99,19.99,0.00,0.00,19.99,1,5623409000002557122,09-14689-21746,overdue,160.00,19.99,Shipping Fee + Tax + Handling Fee,179.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=19.99"
04-14698-21097,2026-05-26,EBAY_PURCHASING_API,towpath123,5623409000002556184,188.60,188.60,26.10,0.00,0.00,26.10,1,5623409000002558156,04-14698-21097,overdue,162.50,26.10,Shipping Fee + Tax + Handling Fee,188.60,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=26.10"
20-14672-66068,2026-05-26,EBAY_PURCHASING_API,peperepe07,5623409000002553187,75.45,75.45,9.45,0.00,0.00,9.45,1,5623409000002556167,20-14672-66068,overdue,66.00,9.45,Shipping Fee + Tax + Handling Fee,75.45,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=9.45"
10-14688-83663,2026-05-26,EBAY_PURCHASING_API,retrogem_collectibles,5623409000002553120,267.34,267.34,16.35,0.00,0.00,16.35,1,5623409000002558122,10-14688-83663,overdue,250.99,16.35,Shipping Fee + Tax + Handling Fee,267.34,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.35"
24-14681-88579,2026-05-26,EBAY_PURCHASING_API,lucyscozycloset,5623409000002553113,249.10,249.10,29.10,0.00,0.00,29.10,1,5623409000002554094,24-14681-88579,overdue,220.00,29.10,Shipping Fee + Tax + Handling Fee,249.10,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=29.10"
62824963,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002554084,10.00,37.11,0.00,0.00,0.00,0.00,1,5623409000002555382,62824963,overdue,10.00,27.11,Shipping Fee + Tax + Handling Fee,37.11,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=27.11"
62825312,2026-05-26,GOODWILL_SHIPPED,Goodwill,5623409000002558112,100.64,100.64,12.30,6.35,1.99,20.64,1,5623409000002555406,62825312,overdue,80.00,20.64,Shipping Fee + Tax + Handling Fee,100.64,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.64"
62825849,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002557070,42.09,78.13,0.00,0.00,0.00,0.00,1,5623409000002555430,62825849,overdue,42.09,36.04,Shipping Fee + Tax + Handling Fee,78.13,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=36.04"
62825791,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002553099,33.50,54.26,0.00,0.00,0.00,0.00,1,5623409000002555484,62825791,overdue,33.50,20.76,Shipping Fee + Tax + Handling Fee,54.26,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=20.76"
62825752,2026-05-26,GOODWILL_SHIPPED,Goodwill,5623409000002555245,161.66,161.66,16.19,10.47,5.00,31.66,1,5623409000002555460,62825752,overdue,130.00,31.66,Shipping Fee + Tax + Handling Fee,161.66,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=31.66"
62825704,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002555074,49.98,53.86,0.00,0.00,0.00,0.00,1,5623409000002555132,62825704,overdue,49.98,3.88,Shipping Fee + Tax + Handling Fee,53.86,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=3.88"
62825678,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002557063,25.99,28.01,0.00,0.00,0.00,0.00,1,5623409000002555160,62825678,overdue,25.99,2.02,Shipping Fee + Tax + Handling Fee,28.01,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=2.02"
62825653,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002558105,28.00,44.67,0.00,0.00,0.00,0.00,1,5623409000002555228,62825653,overdue,28.00,16.67,Shipping Fee + Tax + Handling Fee,44.67,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.67"
62825621,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002553092,19.99,36.04,0.00,0.00,0.00,0.00,1,5623409000002555108,62825621,overdue,19.99,16.05,Shipping Fee + Tax + Handling Fee,36.04,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.05"
62825589,2026-05-23,GOODWILL_PICKUP,Goodwill,5623409000002555059,31.00,47.64,0.00,0.00,0.00,0.00,1,5623409000002554828,62825589,overdue,31.00,16.64,Shipping Fee + Tax + Handling Fee,47.64,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=16.64"
62825560,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002556121,19.99,35.78,0.00,0.00,0.00,0.00,1,5623409000002555180,62825560,overdue,19.99,15.79,Shipping Fee + Tax + Handling Fee,35.78,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.79"
62825531,2026-05-26,GOODWILL_PICKUP,Goodwill,5623409000002554076,20.99,36.67,0.00,0.00,0.00,0.00,1,5623409000002555088,62825531,overdue,20.99,15.68,Shipping Fee + Tax + Handling Fee,36.67,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.68"
62775770,2026-05-23,GOODWILL_SHIPPED,Goodwill,5623409000002558094,49.21,49.21,13.65,2.56,5.00,21.21,1,5623409000002555204,62775770,overdue,28.00,21.21,Shipping Fee + Tax + Handling Fee,49.21,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=21.21"
62531622,2026-05-13,GOODWILL_SHIPPED,Goodwill,5623409000002554043,69.86,69.86,50.48,1.40,8.99,60.87,1,5623409000002553052,62531622,overdue,8.99,60.87,Shipping Fee + Tax + Handling Fee,69.86,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=60.87"
8211771267308387,2026-05-23,ALIEXPRESS_CSV,MTCU Audio Camera Store,5623409000002547042,138.41,138.41,44.01,6.80,0.00,50.81,1,5623409000002555508,8211771267308387,overdue,87.60,50.81,Shipping Fee + Tax + Handling Fee,138.41,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=50.81"
18-14670-01971,2026-05-25,EBAY_PURCHASING_API,keichcarl,5623409000002530118,142.51,142.51,17.51,0.00,0.00,17.51,1,5623409000002536142,18-14670-01971,overdue,125.00,17.51,Shipping Fee + Tax + Handling Fee,142.51,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=17.51"
27-14656-03207,2026-05-25,EBAY_PURCHASING_API,cbucksports,5623409000002530104,195.00,195.00,15.00,0.00,0.00,15.00,1,5623409000002531121,27-14656-03207,overdue,180.00,15.00,Shipping Fee + Tax + Handling Fee,195.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=15.00"
18-14670-03483,2026-05-25,EBAY_PURCHASING_API,beccalee77,5623409000002534079,131.55,131.55,26.55,0.00,0.00,26.55,1,5623409000002536097,18-14670-03483,overdue,105.00,26.55,Shipping Fee + Tax + Handling Fee,131.55,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=26.55"
19-14668-49126,2026-05-25,EBAY_PURCHASING_API,warriors2026,5623409000002537062,175.99,175.99,25.00,0.00,0.00,25.00,1,5623409000002534062,19-14668-49126,overdue,150.99,25.00,Shipping Fee + Tax + Handling Fee,175.99,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=25.00"
16-14673-33121,2026-05-25,EBAY_PURCHASING_API,jaconamich,5623409000002536087,222.55,222.55,22.55,0.00,0.00,22.55,1,5623409000002530087,16-14673-33121,overdue,200.00,22.55,Shipping Fee + Tax + Handling Fee,222.55,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=22.55"
18-14670-71789,2026-05-25,EBAY_PURCHASING_API,bricksandcards,5623409000002530077,153.35,153.35,28.35,0.00,0.00,28.35,1,5623409000002531101,18-14670-71789,overdue,125.00,28.35,Shipping Fee + Tax + Handling Fee,153.35,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=28.35"
17-14672-19570,2026-05-25,EBAY_PURCHASING_API,niceday1331_4,5623409000002530063,100.00,100.00,40.00,0.00,0.00,40.00,1,5623409000002534035,17-14672-19570,overdue,60.00,40.00,Shipping Fee + Tax + Handling Fee,100.00,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=40.00"
22-14664-42676,2026-05-25,EBAY_PURCHASING_API,collmorge-0,5623409000002531091,89.95,89.95,33.95,0.00,0.00,33.95,1,5623409000002536070,22-14664-42676,overdue,56.00,33.95,Shipping Fee + Tax + Handling Fee,89.95,0.00,MATCH_WITH_ADJ,"Bill total matches PO total, but has adjustment=33.95"
